"time","geo","unit","hhcomp","rskpovth","statinfo","statinfo_label","rskpovth_label","hhcomp_label","unit_label","value","flag"
2016,"EL","THS_PER","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Thousand persons",151,
2017,"EL","THS_PER","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Thousand persons",126,
2018,"EL","THS_PER","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Thousand persons",135,
2019,"EL","THS_PER","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Thousand persons",115,
2020,"EL","THS_PER","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Thousand persons",109,
2021,"EL","THS_PER","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Thousand persons",114,
2022,"EL","THS_PER","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Thousand persons",87,
2023,"EL","THS_PER","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Thousand persons",99,
2024,"EL","THS_PER","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Thousand persons",103,
2025,"EL","THS_PER","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Thousand persons",105,
1995,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",6,
1996,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",6,
1997,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",8,
1998,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",6,
1999,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",7,
2000,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",5,
2001,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",5,
2003,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",8.6,"b"
2004,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",7.7,
2005,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",8.7,
2006,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",8,
2007,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",11.5,
2008,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",9.6,
2009,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",12.7,
2010,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",12.8,
2011,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",11.8,
2012,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",15.4,
2013,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",12.8,
2014,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",14.8,
2015,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",13,
2016,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",12.8,
2017,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",10.9,
2018,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",11.2,
2019,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",10.2,
2020,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",9.6,
2021,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",10.1,
2022,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",9.2,
2023,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",8.7,
2024,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",8.8,
2025,"EL","PC","A2_DCH1","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with one dependent child","Percentage",8.9,
2015,"EL","THS_PER","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Thousand persons",260,
2016,"EL","THS_PER","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Thousand persons",244,
2017,"EL","THS_PER","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Thousand persons",226,
2018,"EL","THS_PER","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Thousand persons",202,
2019,"EL","THS_PER","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Thousand persons",157,
2020,"EL","THS_PER","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Thousand persons",164,
2021,"EL","THS_PER","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Thousand persons",193,
2022,"EL","THS_PER","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Thousand persons",140,
2023,"EL","THS_PER","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Thousand persons",126,
2024,"EL","THS_PER","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Thousand persons",135,
2025,"EL","THS_PER","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Thousand persons",147,
1995,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",11,
1996,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",10,
1997,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",10,
1998,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",8,
1999,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",9,
2000,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",9,
2001,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",7,
2003,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",10.3,"b"
2004,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",8.2,
2005,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",9.5,
2006,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",12.9,
2007,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",12.2,
2008,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",12.1,
2009,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",13.8,
2010,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",11.3,
2011,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",12,
2012,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",17.5,
2013,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",18,
2014,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",14.9,
2015,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",14.1,
2016,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",13.4,
2017,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",12.8,
2018,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",11.6,
2019,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",9.8,
2020,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",9.6,
2021,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",11.6,
2022,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",8.6,
2023,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",8,
2024,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",8.7,
2025,"EL","PC","A2_DCH2","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with two dependent children","Percentage",9.7,
2015,"EL","THS_PER","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",120,
2016,"EL","THS_PER","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",120,
2017,"EL","THS_PER","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",91,
2018,"EL","THS_PER","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",96,
2019,"EL","THS_PER","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",113,
2020,"EL","THS_PER","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",103,
2021,"EL","THS_PER","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",173,
2022,"EL","THS_PER","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",163,
2023,"EL","THS_PER","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",126,
2024,"EL","THS_PER","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",118,
2025,"EL","THS_PER","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",145,
1995,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",9,
1996,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",12,
1997,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",14,
1998,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",16,
1999,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",12,
2000,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",14,
2001,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",17,
2003,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",21.3,"b"
2004,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",18.3,
2005,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",14.9,
2006,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",22.6,
2007,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",21.8,
2008,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",16.1,
2009,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",14.5,
2010,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",16.6,
2011,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",13.6,
2012,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",23.7,
2013,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",20.6,
2014,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",20.1,
2015,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",18.7,
2016,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",19.7,
2017,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",14.6,
2018,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",14.7,
2019,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",13.2,
2020,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",13.6,
2021,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",16.8,
2022,"EL","PC","A2_DCH_GE3","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",15.4,
