"time","geo","unit","statinfo","sex","age","age_label","sex_label","statinfo_label","unit_label","value","flag"
2018,"EL","PPS","MEAN_EI","M","TOTAL","Total","Males","Mean equivalised income","Purchasing power standard (PPS)",10748,
2019,"EL","PPS","MEAN_EI","M","TOTAL","Total","Males","Mean equivalised income","Purchasing power standard (PPS)",11288,
2020,"EL","PPS","MEAN_EI","M","TOTAL","Total","Males","Mean equivalised income","Purchasing power standard (PPS)",11753,
2021,"EL","PPS","MEAN_EI","M","TOTAL","Total","Males","Mean equivalised income","Purchasing power standard (PPS)",11404,
2022,"EL","PPS","MEAN_EI","M","TOTAL","Total","Males","Mean equivalised income","Purchasing power standard (PPS)",12471,
2023,"EL","PPS","MEAN_EI","M","TOTAL","Total","Males","Mean equivalised income","Purchasing power standard (PPS)",13302,
2024,"EL","PPS","MEAN_EI","M","TOTAL","Total","Males","Mean equivalised income","Purchasing power standard (PPS)",14457,
2025,"EL","PPS","MEAN_EI","M","TOTAL","Total","Males","Mean equivalised income","Purchasing power standard (PPS)",15843,
1995,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",5310,
1996,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",5545,
1997,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",5973,
1998,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",6529,
1999,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",6442,
2000,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",7013,
2001,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",7227,
2003,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",8340,"b"
2004,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",9000,
2005,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",9560,
2006,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",10000,
2007,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",10439,
2008,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",11182,
2009,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",11689,
2010,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",12225,
2011,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",11137,
2012,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",9600,
2013,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",8504,
2014,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",7705,
2015,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",7559,
2016,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",7564,
2017,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",7689,
2018,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",7954,
2019,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",8300,
2020,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",8932,
2021,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",8948,
2022,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",9662,
2023,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",10250,
2024,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",11013,
2025,"EL","EUR","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Euro",11950,
1995,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",4543,
1996,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",4990,
1997,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",5421,
1998,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",5999,
1999,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",6328,
2000,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",6787,
2001,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",7227,
2003,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",8340,"b"
2004,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",9000,
2005,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",9560,
2006,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",10000,
2007,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",10439,
2008,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",11182,
2009,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",11689,
2010,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",12225,
2011,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",11137,
2012,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",9600,
2013,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",8504,
2014,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",7705,
2015,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",7559,
2016,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",7564,
2017,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",7689,
2018,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",7954,
2019,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",8300,
2020,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",8932,
2021,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",8948,
2022,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",9662,
2023,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",10250,
2024,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",11013,
2025,"EL","NAC","MED_EI","M","TOTAL","Total","Males","Median equivalised income","National currency",11950,
1995,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",6834,
1996,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",7104,
1997,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",7416,
1998,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",7887,
1999,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",8037,
2000,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",8934,
2001,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",9226,
2003,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",10400,"b"
2004,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",10480,
2005,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",10914,
2006,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",11332,
2007,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",11723,
2008,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",12457,
2009,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",12838,
2010,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",12875,
2011,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",11789,
2012,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",10155,
2013,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",9189,
2014,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",8702,
2015,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",8847,
2016,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",9125,
2017,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",9141,
2018,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",9351,
2019,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",9890,
2020,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",10350,
2021,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",10139,
2022,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",11002,
2023,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",11615,
2024,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",12624,
2025,"EL","PPS","MED_EI","M","TOTAL","Total","Males","Median equivalised income","Purchasing power standard (PPS)",13903,
1995,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",6075,
1996,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",6411,
1997,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",6991,
1998,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",7714,
1999,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",7517,
2000,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",7981,
2001,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",8118,
2003,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",9502,"b"
2004,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",10033,
2005,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",10963,
2006,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",11515,
2007,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",11976,
2008,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",12601,
2009,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",13316,
2010,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",13798,
2011,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",12410,
2012,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",10496,
2013,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",9103,
2014,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",8808,
2015,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",8596,
2016,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",8574,
2017,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",8713,
2018,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",8931,
2019,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",9294,
2020,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",9944,
2021,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",9845,
2022,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",10718,
2023,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",11362,
2024,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",12178,
2025,"EL","EUR","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Euro",13153,
1995,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",5197,
1996,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",5769,
1997,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",6345,
1998,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",7088,
1999,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",7384,
2000,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",7724,
2001,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",8118,
2003,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",9502,"b"
2004,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",10033,
2005,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",10963,
2006,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",11515,
2007,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",11976,
2008,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",12601,
2009,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",13316,
2010,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",13798,
2011,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",12410,
2012,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",10496,
2013,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",9103,
2014,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",8808,
2015,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",8596,
2016,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",8574,
2017,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",8713,
2018,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",8931,
2019,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",9294,
2020,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",9944,
2021,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",9845,
2022,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",10718,
2023,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",11362,
2024,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",12178,
2025,"EL","NAC","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","National currency",13153,
1995,"EL","PPS","MEAN_EI","F","TOTAL","Total","Females","Mean equivalised income","Purchasing power standard (PPS)",7819,
